Date,Start Time,End Time,Duration,Category,Sub-Category,Unnamed: 6,Description,Unnamed: 8,Severity,Probability
2/4/2023,15:00,9:45,2 hours,Equipment,Heavy Seas,,ROV system shutdown due to electrical failure,,Medium,High
2/7/2023,14:15,11:30,2 hours,Weather,Heavy Seas,,Operations suspended due to poor visibility,,Low,Medium
2/16/2023,14:00,10:30,1.5 hours,Weather,Mechanical Failure,,Operations suspended due to thunderstorm,,Medium,High
2/5/2023,9:45,16:30,0.75 hours,Operations,Electrical Failure,,Delay in operations due to personnel issue,,High,Low
2/6/2023,8:15,15:30,1.5 hours,Equipment,Mechanical Failure,,ROV system shutdown due to electrical failure,,High,Low
2/15/2023,10:45,8:45,1.25 hours,Operations,ROV Issue,,Delay in operations due to ROV calibration issue,,Medium,Low
2/4/2023,10:30,9:15,1.25 hours,Operations,Thunderstorm,,Delay in operations due to ROV calibration issue,,Medium,Low
2/3/2023,13:15,14:30,1.25 hours,Equipment,ROV Issue,,Operations suspended due to poor visibility,,Medium,High
2/4/2023,8:15,11:30,1.5 hours,Weather,Heavy Seas,,Operations suspended due to high winds,,Low,High
2/15/2023,14:15,16:30,0.75 hours,Equipment,Heavy Rain,,ROV system shutdown due to electrical failure,,Low,Low
2/16/2023,13:30,14:30,1.5 hours,Weather,Thunderstorm,,Operations suspended due to heavy seas,,Low,High
2/4/2023,8:15,16:15,2 hours,Operations,High Winds,,Propulsion system malfunction due to mechanical failure,,Low,Medium
2/11/2023,9:45,16:15,1.5 hours,Equipment,Electrical Failure,,ROV system shutdown due to electrical failure,,High,Low
2/14/2023,10:30,12:00,1.25 hours,Equipment,Electrical Failure,,Operations suspended due to thunderstorm,,High,Low
2/15/2023,12:00,9:45,1.5 hours,Equipment,ROV Issue,,Crane malfunction due to mechanical failure,,Medium,High
2/14/2023,10:45,10:30,1.25 hours,Weather,Mechanical Failure,,ROV system shutdown due to electrical failure,,Medium,High
2/3/2023,10:30,14:45,1.5 hours,Weather,ROV Issue,,Operations suspended due to heavy rain,,Low,Medium
2/13/2023,8:30,11:30,2 hours,Weather,Heavy Rain,,Delay in operations due to personnel issue,,Low,Medium
2/9/2023,13:30,12:45,1.5 hours,Equipment,ROV Issue,,Delay in operations due to ROV calibration issue,,High,Low
2/5/2023,8:00,16:15,0.75 hours,Operations,Electrical Failure,,Delay in operations due to personnel issue,,Low,Low
2/5/2023,9:45,16:30,0.75 hours,Operations,Personnel Issue,,Operations suspended due to poor visibility,,High,Low
2/9/2023,13:30,17:30,1.25 hours,Weather,ROV Issue,,Operations suspended due to thunderstorm,,Medium,Low
2/9/2023,13:30,9:15,1.25 hours,Operations,ROV Issue,,Delay in operations due to ROV calibration issue,,Medium,Low
2/1/2023,10:45,9:45,2 hours,Operations,Mechanical Failure,,Delay in operations due to personnel issue,,Medium,Medium
2/13/2023,8:00,16:15,1.5 hours,Weather,Heavy Seas,,Operations suspended due to heavy rain,,Low,Medium
2/11/2023,10:45,9:45,1.5 hours,Equipment,High Winds,,Delay in operations due to personnel issue,,Low,Low
2/13/2023,8:15,9:45,1.5 hours,Operations,ROV Issue,,Operations suspended due to heavy rain,,Low,Medium
2/16/2023,10:45,15:30,1.5 hours,Operations,Thunderstorm,,Propulsion system malfunction due to mechanical failure,,Medium,High
2/8/2023,8:15,17:30,1.25 hours,Equipment,Mechanical Failure,,Delay in operations due to ROV calibration issue,,Medium,Low
2/3/2023,10:30,9:15,1.5 hours,Equipment,Electrical Failure,,Delay in operations due to personnel issue,,High,Low
2/12/2023,10:30,8:45,1.25 hours,Equipment,ROV Issue,,Delay in operations due to ROV calibration issue,,Medium,Low
2/12/2023,8:30,12:30,1.25 hours,Equipment,ROV Issue,,Crane malfunction due to mechanical failure,,Medium,High
2/9/2023,8:00,16:15,1.5 hours,Operations,Electrical Failure,,Delay in operations due to personnel issue,,Low,Low
2/9/2023,12:00,12:00,1.25 hours,Equipment,Electrical Failure,,ROV system shutdown due to electrical failure,,High,Medium
2/14/2023,14:15,14:45,1.5 hours,Equipment,Electrical Failure,,ROV system shutdown due to electrical failure,,Medium,Low
2/6/2023,14:00,10:30,1.5 hours,Equipment,Electrical Failure,,ROV system shutdown due to electrical failure,,High,High
2/12/2023,14:00,14:30,1.5 hours,Equipment,Mechanical Failure,,Crane malfunction due to mechanical failure,,Medium,High
2/9/2023,13:15,12:45,1.25 hours,Equipment,Fog,,Operations suspended due to poor visibility,,Low,High
2/5/2023,8:15,14:45,0.75 hours,Weather,Thunderstorm,,Delay in operations due to personnel issue,,Low,Low
2/9/2023,13:15,11:30,1.5 hours,Equipment,ROV Issue,,Propulsion system malfunction due to mechanical failure,,High,Medium
2/6/2023,16:00,9:15,1.25 hours,Equipment,Electrical Failure,,Operations suspended due to thunderstorm,,High,Low
2/15/2023,16:00,12:00,1.25 hours,Operations,ROV Issue,,Delay in operations due to ROV calibration issue,,Medium,High
2/13/2023,8:15,17:30,1.5 hours,Weather,Mechanical Failure,,Crane malfunction due to mechanical failure,,Medium,High
2/13/2023,8:30,14:30,0.75 hours,Operations,ROV Issue,,Delay in operations due to personnel issue,,Low,Low
2/16/2023,12:00,16:15,0.75 hours,Equipment,Personnel Issue,,ROV system shutdown due to electrical failure,,Low,Low
2/3/2023,11:00,14:45,1.5 hours,Operations,Mechanical Failure,,Operations suspended due to heavy seas,,Medium,High
2/14/2023,13:30,14:45,1.5 hours,Equipment,Electrical Failure,,Crane malfunction due to mechanical failure,,Medium,Low
2/9/2023,8:15,12:00,1.5 hours,Equipment,Mechanical Failure,,Operations suspended due to thunderstorm,,Medium,High
2/10/2023,9:30,12:30,0.75 hours,Equipment,Electrical Failure,,ROV system shutdown due to electrical failure,,High,Low
2/7/2023,8:15,11:30,2 hours,Weather,High Winds,,Operations suspended due to thunderstorm,,Low,Medium
2/1/2023,10:45,17:30,1.5 hours,Operations,Heavy Seas,,Delay in operations due to personnel issue,,Medium,Low
2/5/2023,12:00,8:45,1.25 hours,Equipment,Personnel Issue,,Operations suspended due to poor visibility,,Medium,Low
2/10/2023,15:00,8:45,0.75 hours,Operations,Personnel Issue,,Delay in operations due to personnel issue,,Low,Low
2/8/2023,13:30,9:15,1.25 hours,Equipment,ROV Issue,,Crane malfunction due to mechanical failure,,Medium,Low
2/8/2023,10:45,8:45,1.25 hours,Operations,Heavy Seas,,Delay in operations due to ROV calibration issue,,Low,Low
2/10/2023,12:00,10:30,1.25 hours,Equipment,Electrical Failure,,Operations suspended due to thunderstorm,,High,Low
2/4/2023,13:15,10:30,0.75 hours,Equipment,Electrical Failure,,ROV system shutdown due to electrical failure,,Medium,Low
2/14/2023,14:00,8:45,1.5 hours,Operations,ROV Issue,,ROV system shutdown due to electrical failure,,Low,Low
2/1/2023,8:15,16:15,2 hours,Weather,Heavy Rain,,Operations suspended due to high winds,,Low,Medium
2/7/2023,8:15,9:45,1.5 hours,Weather,Fog,,Crane malfunction due to mechanical failure,,Medium,High
2/13/2023,14:15,12:00,0.75 hours,Weather,ROV Issue,,Operations suspended due to high winds,,Low,Low
2/7/2023,8:00,8:45,0.75 hours,Operations,Personnel Issue,,ROV system shutdown due to electrical failure,,Low,Low
2/5/2023,9:45,16:30,0.75 hours,Equipment,Personnel Issue,,Delay in operations due to personnel issue,,High,Low
2/13/2023,10:45,9:15,1.25 hours,Operations,ROV Issue,,Operations suspended due to thunderstorm,,Medium,Low
2/6/2023,8:15,14:45,1.5 hours,Equipment,Electrical Failure,,ROV system shutdown due to electrical failure,,High,Low
2/3/2023,13:30,12:00,1.25 hours,Operations,ROV Issue,,Delay in operations due to ROV calibration issue,,Medium,High
2/16/2023,12:00,15:30,1.5 hours,Equipment,ROV Issue,,Delay in operations due to ROV calibration issue,,Medium,High
2/3/2023,10:45,9:15,1.5 hours,Weather,Electrical Failure,,Operations suspended due to poor visibility,,Low,Medium
2/1/2023,9:30,14:45,2 hours,Weather,Heavy Rain,,Operations suspended due to high winds,,Low,Medium
2/6/2023,14:00,16:30,1.5 hours,Equipment,Electrical Failure,,ROV system shutdown due to electrical failure,,High,Low
2/9/2023,8:15,8:45,1.25 hours,Operations,Personnel Issue,,Delay in operations due to personnel issue,,Medium,Low
2/13/2023,10:45,17:30,1.5 hours,Weather,ROV Issue,,Operations suspended due to poor visibility,,Low,Medium
2/13/2023,8:00,8:45,2 hours,Weather,High Winds,,Delay in operations due to personnel issue,,Low,Medium
2/11/2023,13:30,12:30,1.5 hours,Weather,Personnel Issue,,Crane malfunction due to mechanical failure,,Medium,High
2/3/2023,11:00,12:00,1.25 hours,Operations,Mechanical Failure,,Crane malfunction due to mechanical failure,,Medium,High
2/13/2023,9:30,11:30,2 hours,Weather,Heavy Rain,,Operations suspended due to heavy rain,,Low,Medium
2/3/2023,9:30,9:45,1.5 hours,Weather,Thunderstorm,,Operations suspended due to heavy rain,,Low,Medium
2/9/2023,8:15,17:30,1.25 hours,Equipment,Heavy Rain,,Propulsion system malfunction due to mechanical failure,,Low,Medium
2/12/2023,13:15,16:30,1.5 hours,Equipment,Mechanical Failure,,Operations suspended due to poor visibility,,Medium,High
2/7/2023,9:30,16:15,2 hours,Weather,Personnel Issue,,Operations suspended due to heavy seas,,Low,Medium
2/8/2023,9:30,10:30,0.75 hours,Operations,Electrical Failure,,ROV system shutdown due to electrical failure,,High,Low
2/13/2023,8:15,11:30,2 hours,Weather,ROV Issue,,Delay in operations due to personnel issue,,Low,Low
2/15/2023,14:15,16:30,1.25 hours,Weather,ROV Issue,,Delay in operations due to ROV calibration issue,,Medium,Low
2/16/2023,11:00,9:45,1.5 hours,Equipment,Mechanical Failure,,Delay in operations due to personnel issue,,Low,High
2/7/2023,8:15,16:15,2 hours,Weather,Heavy Seas,,Operations suspended due to heavy rain,,Low,Medium
2/3/2023,10:30,8:45,1.5 hours,Weather,Heavy Seas,,Operations suspended due to high winds,,Low,High
2/14/2023,10:45,9:45,1.5 hours,Weather,ROV Issue,,ROV system shutdown due to electrical failure,,Medium,High
2/5/2023,8:30,14:45,0.75 hours,Operations,Heavy Rain,,Delay in operations due to personnel issue,,Low,Low
2/6/2023,16:00,12:00,1.5 hours,Equipment,Electrical Failure,,Delay in operations due to ROV calibration issue,,Medium,Low
2/7/2023,10:30,9:15,0.75 hours,Operations,Personnel Issue,,Operations suspended due to poor visibility,,Low,Low
2/9/2023,11:00,17:30,1.25 hours,Equipment,Mechanical Failure,,ROV system shutdown due to electrical failure,,Medium,High
2/5/2023,15:00,17:30,1.25 hours,Operations,Thunderstorm,,Operations suspended due to poor visibility,,Low,Low
2/4/2023,13:15,12:30,1.5 hours,Equipment,Mechanical Failure,,Operations suspended due to heavy seas,,Medium,High
2/13/2023,8:15,17:30,1.25 hours,Weather,Mechanical Failure,,Operations suspended due to high winds,,Medium,High
2/13/2023,9:30,8:45,2 hours,Weather,ROV Issue,,Operations suspended due to poor visibility,,Low,Medium
2/13/2023,16:00,14:45,2 hours,Weather,Heavy Seas,,Operations suspended due to heavy rain,,Low,Medium
2/1/2023,8:00,9:45,2 hours,Weather,Heavy Rain,,Operations suspended due to poor visibility,,Low,Medium
2/11/2023,8:00,14:30,1.5 hours,Equipment,ROV Issue,,ROV system shutdown due to electrical failure,,High,High
2/8/2023,13:15,14:30,1.25 hours,Weather,Mechanical Failure,,Operations suspended due to poor visibility,,Low,High
2/12/2023,13:15,17:30,1.5 hours,Equipment,Mechanical Failure,,Crane malfunction due to mechanical failure,,Medium,High
2/1/2023,8:15,9:45,2 hours,Weather,Heavy Rain,,Operations suspended due to heavy seas,,Low,Low
2/5/2023,15:00,15:30,1.5 hours,Weather,ROV Issue,,Operations suspended due to heavy seas,,Low,Low
2/10/2023,9:45,10:30,0.75 hours,Equipment,Electrical Failure,,ROV system shutdown due to electrical failure,,High,Low
2/13/2023,10:30,8:45,1.5 hours,Weather,Fog,,Delay in operations due to ROV calibration issue,,Low,Medium
2/9/2023,15:00,16:30,1.5 hours,Equipment,Electrical Failure,,ROV system shutdown due to electrical failure,,Medium,High
2/16/2023,9:30,11:30,2 hours,Weather,High Winds,,Delay in operations due to ROV calibration issue,,Low,Medium
2/13/2023,8:15,16:15,2 hours,Weather,High Winds,,Propulsion system malfunction due to mechanical failure,,Low,Medium
2/9/2023,8:00,9:15,1.25 hours,Operations,Personnel Issue,,Delay in operations due to ROV calibration issue,,High,Low
2/3/2023,10:30,12:00,1.25 hours,Weather,High Winds,,Operations suspended due to heavy rain,,Low,High
2/4/2023,13:15,16:15,1.5 hours,Equipment,Mechanical Failure,,Delay in operations due to personnel issue,,High,Low
2/9/2023,13:30,15:30,1.5 hours,Equipment,ROV Issue,,ROV system shutdown due to electrical failure,,Low,Low
2/13/2023,8:15,12:00,2 hours,Weather,Electrical Failure,,Operations suspended due to high winds,,Medium,Medium
2/6/2023,9:45,16:30,0.75 hours,Equipment,Electrical Failure,,ROV system shutdown due to electrical failure,,High,Low
2/13/2023,8:15,16:15,2 hours,Weather,Personnel Issue,,Operations suspended due to high winds,,Low,Medium
2/13/2023,8:15,14:45,2 hours,Operations,Heavy Rain,,Operations suspended due to high winds,,Low,Medium
2/1/2023,15:00,12:45,0.75 hours,Equipment,Fog,,Delay in operations due to personnel issue,,High,Low
2/14/2023,10:45,9:15,0.75 hours,Operations,Personnel Issue,,Operations suspended due to high winds,,Low,Low
2/15/2023,8:30,17:30,0.75 hours,Operations,ROV Issue,,Delay in operations due to personnel issue,,High,Low
2/11/2023,8:00,12:45,0.75 hours,Weather,ROV Issue,,Delay in operations due to personnel issue,,Low,Low
2/4/2023,13:30,8:45,1.5 hours,Weather,Mechanical Failure,,Operations suspended due to poor visibility,,Low,Low
2/8/2023,8:30,9:15,1.5 hours,Equipment,Personnel Issue,,ROV system shutdown due to electrical failure,,High,Low
2/4/2023,12:00,16:30,1.5 hours,Equipment,Mechanical Failure,,ROV system shutdown due to electrical failure,,High,Low
2/14/2023,8:00,8:45,0.75 hours,Weather,High Winds,,Operations suspended due to poor visibility,,Low,Low
2/11/2023,13:30,9:45,1.25 hours,Operations,ROV Issue,,Crane malfunction due to mechanical failure,,Low,Low
2/12/2023,13:15,14:45,1.5 hours,Equipment,ROV Issue,,ROV system shutdown due to electrical failure,,Medium,High
2/3/2023,8:00,9:45,2 hours,Weather,Heavy Seas,,Delay in operations due to personnel issue,,Medium,Low
2/4/2023,8:00,8:45,0.75 hours,Weather,ROV Issue,,Operations suspended due to thunderstorm,,Low,Low
2/9/2023,8:30,17:30,1.25 hours,Weather,ROV Issue,,Operations suspended due to poor visibility,,Medium,High
2/3/2023,9:45,15:30,1.5 hours,Equipment,Electrical Failure,,Propulsion system malfunction due to mechanical failure,,Low,Low
2/16/2023,13:15,16:15,1.5 hours,Equipment,Fog,,Operations suspended due to heavy rain,,Medium,Low
2/9/2023,13:30,17:30,1.25 hours,Operations,Fog,,ROV system shutdown due to electrical failure,,Low,Low
2/3/2023,15:00,12:30,1.25 hours,Weather,ROV Issue,,Delay in operations due to personnel issue,,Medium,High
2/9/2023,13:15,14:30,1.5 hours,Equipment,Heavy Seas,,ROV system shutdown due to electrical failure,,High,High
2/8/2023,8:15,12:00,1.5 hours,Weather,Mechanical Failure,,Delay in operations due to ROV calibration issue,,Medium,High
2/1/2023,8:30,9:45,1.5 hours,Equipment,Heavy Seas,,ROV system shutdown due to electrical failure,,Low,Low
2/16/2023,11:00,14:30,1.25 hours,Weather,Mechanical Failure,,Crane malfunction due to mechanical failure,,Medium,High
2/3/2023,8:00,9:45,0.75 hours,Equipment,ROV Issue,,Delay in operations due to ROV calibration issue,,Low,Low
2/11/2023,14:15,9:45,1.25 hours,Operations,ROV Issue,,Operations suspended due to heavy rain,,Low,Low
2/6/2023,15:00,15:30,0.75 hours,Operations,Electrical Failure,,ROV system shutdown due to electrical failure,,High,Low
2/6/2023,11:00,12:00,1.5 hours,Equipment,Electrical Failure,,Delay in operations due to ROV calibration issue,,Medium,Low
2/10/2023,9:30,12:00,1.25 hours,Equipment,Electrical Failure,,Delay in operations due to ROV calibration issue,,Medium,Low
2/4/2023,13:30,12:00,1.5 hours,Equipment,Heavy Rain,,Crane malfunction due to mechanical failure,,High,Low
2/2/2023,8:30,15:30,0.75 hours,Equipment,Electrical Failure,,ROV system shutdown due to electrical failure,,High,Low
2/3/2023,9:30,11:30,2 hours,Weather,Heavy Seas,,Operations suspended due to high winds,,Low,Medium
2/9/2023,8:00,12:00,1.5 hours,Operations,Mechanical Failure,,Operations suspended due to poor visibility,,Medium,Low
2/5/2023,8:30,8:45,0.75 hours,Operations,Personnel Issue,,Delay in operations due to personnel issue,,Low,Low
2/3/2023,13:15,12:45,1.5 hours,Equipment,Electrical Failure,,Crane malfunction due to mechanical failure,,High,Low
2/15/2023,12:00,14:30,1.25 hours,Equipment,Mechanical Failure,,Crane malfunction due to mechanical failure,,Medium,High
2/9/2023,8:00,11:30,0.75 hours,Equipment,Electrical Failure,,Operations suspended due to high winds,,Low,Medium
2/3/2023,9:30,9:45,2 hours,Weather,Heavy Rain,,Operations suspended due to high winds,,Medium,Medium
2/12/2023,9:45,12:00,1.25 hours,Equipment,Mechanical Failure,,Crane malfunction due to mechanical failure,,High,High
2/9/2023,9:30,16:15,2 hours,Weather,ROV Issue,,Delay in operations due to personnel issue,,Low,Low
2/12/2023,10:30,14:30,1.25 hours,Equipment,ROV Issue,,ROV system shutdown due to electrical failure,,Medium,High
2/13/2023,14:00,9:45,1.5 hours,Operations,Electrical Failure,,Delay in operations due to personnel issue,,Low,Low
2/4/2023,12:00,9:45,1.5 hours,Equipment,Heavy Seas,,Crane malfunction due to mechanical failure,,Medium,Medium
2/15/2023,8:30,12:30,1.5 hours,Operations,Mechanical Failure,,Operations suspended due to poor visibility,,Low,Low
2/13/2023,14:15,12:30,1.5 hours,Equipment,Mechanical Failure,,Crane malfunction due to mechanical failure,,Medium,High
2/11/2023,13:15,9:15,2 hours,Operations,ROV Issue,,Operations suspended due to heavy rain,,Low,Low
2/13/2023,12:00,15:30,1.5 hours,Equipment,Electrical Failure,,ROV system shutdown due to electrical failure,,High,High
2/13/2023,8:15,11:30,2 hours,Weather,Heavy Rain,,Operations suspended due to high winds,,Low,Medium
2/7/2023,8:15,9:45,2 hours,Weather,Heavy Rain,,Crane malfunction due to mechanical failure,,Low,Medium
2/10/2023,15:00,9:45,1.5 hours,Equipment,Electrical Failure,,ROV system shutdown due to electrical failure,,High,Low
2/16/2023,14:15,9:45,2 hours,Weather,High Winds,,Operations suspended due to heavy seas,,Low,Medium
2/2/2023,8:00,9:45,1.5 hours,Equipment,Personnel Issue,,Delay in operations due to personnel issue,,High,Low
2/12/2023,11:00,14:30,1.5 hours,Equipment,Mechanical Failure,,Crane malfunction due to mechanical failure,,Medium,High
2/7/2023,8:15,11:30,2 hours,Operations,Heavy Rain,,Operations suspended due to high winds,,Low,Medium
2/8/2023,8:00,16:15,1.25 hours,Weather,Fog,,Operations suspended due to high winds,,Low,High
2/13/2023,14:00,9:45,1.5 hours,Weather,Mechanical Failure,,Delay in operations due to ROV calibration issue,,Low,High
2/4/2023,13:15,17:30,1.5 hours,Equipment,Mechanical Failure,,Crane malfunction due to mechanical failure,,Medium,High
2/8/2023,11:00,14:30,1.5 hours,Equipment,Mechanical Failure,,Crane malfunction due to mechanical failure,,Medium,High
2/6/2023,12:00,10:30,0.75 hours,Operations,Electrical Failure,,ROV system shutdown due to electrical failure,,High,Low
2/2/2023,12:00,8:45,0.75 hours,Operations,Electrical Failure,,ROV system shutdown due to electrical failure,,High,Low
2/12/2023,14:15,12:00,1.5 hours,Equipment,Mechanical Failure,,Crane malfunction due to mechanical failure,,Medium,High
2/5/2023,8:30,9:45,2 hours,Equipment,Personnel Issue,,ROV system shutdown due to electrical failure,,Low,Low
2/13/2023,8:15,11:30,1.5 hours,Weather,ROV Issue,,Operations suspended due to heavy rain,,Low,Medium
2/10/2023,14:15,11:30,1.5 hours,Equipment,Mechanical Failure,,Operations suspended due to heavy rain,,High,Low
2/1/2023,8:30,9:45,1.5 hours,Weather,Heavy Rain,,Delay in operations due to ROV calibration issue,,Medium,High
2/16/2023,13:30,16:15,1.25 hours,Operations,High Winds,,Delay in operations due to ROV calibration issue,,Low,Low
2/11/2023,9:30,14:45,1.5 hours,Weather,Thunderstorm,,ROV system shutdown due to electrical failure,,Low,Medium
2/9/2023,8:00,9:15,0.75 hours,Operations,Personnel Issue,,Delay in operations due to personnel issue,,Low,Low
2/13/2023,14:15,8:45,2 hours,Weather,Fog,,Operations suspended due to heavy rain,,Low,Low
2/3/2023,8:15,15:30,0.75 hours,Operations,Heavy Seas,,Operations suspended due to heavy seas,,Low,Low
2/4/2023,8:30,11:30,1.25 hours,Operations,Thunderstorm,,Delay in operations due to ROV calibration issue,,Low,Low
2/3/2023,8:15,9:45,1.5 hours,Equipment,Mechanical Failure,,Operations suspended due to poor visibility,,Low,High
2/9/2023,16:00,14:45,1.25 hours,Operations,ROV Issue,,Delay in operations due to ROV calibration issue,,Medium,Low
2/4/2023,8:00,16:15,1.25 hours,Operations,ROV Issue,,Delay in operations due to ROV calibration issue,,Medium,High
2/10/2023,14:00,16:30,0.75 hours,Equipment,Electrical Failure,,ROV system shutdown due to electrical failure,,High,Low
2/15/2023,10:30,14:45,1.5 hours,Equipment,ROV Issue,,Delay in operations due to ROV calibration issue,,Medium,Low
2/10/2023,13:15,12:00,1.25 hours,Operations,Thunderstorm,,Operations suspended due to heavy seas,,Medium,Low
2/12/2023,8:15,14:45,0.75 hours,Equipment,Personnel Issue,,Operations suspended due to heavy rain,,Medium,Low
2/15/2023,8:00,12:45,1.5 hours,Equipment,ROV Issue,,Operations suspended due to thunderstorm,,Medium,Low
2/5/2023,14:15,9:45,1.25 hours,Operations,ROV Issue,,Propulsion system malfunction due to mechanical failure,,Medium,Low
2/14/2023,11:00,14:45,1.5 hours,Equipment,Mechanical Failure,,ROV system shutdown due to electrical failure,,Medium,Low
2/2/2023,9:45,10:30,0.75 hours,Equipment,Electrical Failure,,ROV system shutdown due to electrical failure,,High,Low
2/3/2023,12:00,16:30,1.5 hours,Equipment,Electrical Failure,,Operations suspended due to heavy seas,,High,High
2/3/2023,11:00,9:45,1.5 hours,Equipment,Electrical Failure,,Delay in operations due to ROV calibration issue,,Medium,Low
2/7/2023,14:15,11:30,2 hours,Weather,High Winds,,Operations suspended due to heavy seas,,Low,Medium
2/7/2023,15:00,15:30,0.75 hours,Operations,ROV Issue,,Delay in operations due to ROV calibration issue,,Low,Low
2/12/2023,12:00,12:30,1.5 hours,Equipment,Mechanical Failure,,Delay in operations due to ROV calibration issue,,Medium,High
2/8/2023,14:15,9:45,2 hours,Weather,Fog,,Operations suspended due to heavy seas,,Low,Medium
2/4/2023,14:15,14:30,1.5 hours,Weather,High Winds,,Operations suspended due to heavy seas,,Medium,Medium
2/11/2023,14:15,9:45,2 hours,Operations,ROV Issue,,Propulsion system malfunction due to mechanical failure,,Low,Low
2/15/2023,8:30,14:30,1.5 hours,Operations,ROV Issue,,Delay in operations due to ROV calibration issue,,Medium,High
2/7/2023,8:15,16:15,0.75 hours,Weather,High Winds,,Operations suspended due to high winds,,Low,Medium
2/9/2023,16:00,12:00,1.5 hours,Equipment,Mechanical Failure,,Propulsion system malfunction due to mechanical failure,,Medium,High
2/5/2023,14:15,9:45,1.5 hours,Weather,Fog,,Delay in operations due to ROV calibration issue,,Medium,High
2/8/2023,8:30,14:30,1.5 hours,Equipment,Electrical Failure,,ROV system shutdown due to electrical failure,,High,High
2/12/2023,14:15,16:15,1.25 hours,Equipment,Mechanical Failure,,Operations suspended due to thunderstorm,,Low,High
2/13/2023,8:30,8:45,2 hours,Weather,Personnel Issue,,Delay in operations due to personnel issue,,Low,Low
2/5/2023,13:30,9:45,1.25 hours,Operations,ROV Issue,,Delay in operations due to ROV calibration issue,,Medium,Low
2/10/2023,8:30,12:00,1.5 hours,Weather,ROV Issue,,Delay in operations due to ROV calibration issue,,Low,High
2/11/2023,8:30,9:15,0.75 hours,Operations,Electrical Failure,,ROV system shutdown due to electrical failure,,High,Low
2/1/2023,8:15,14:45,1.5 hours,Equipment,Personnel Issue,,Operations suspended due to heavy seas,,Low,Low
2/1/2023,13:30,11:30,2 hours,Operations,Heavy Rain,,Delay in operations due to personnel issue,,Low,Medium
2/7/2023,9:30,12:45,2 hours,Weather,Heavy Rain,,Operations suspended due to high winds,,Low,Medium
2/7/2023,13:15,12:30,2 hours,Weather,Fog,,Operations suspended due to thunderstorm,,Low,High
2/12/2023,13:15,14:30,1.5 hours,Equipment,Mechanical Failure,,Crane malfunction due to mechanical failure,,Medium,High
2/6/2023,12:00,15:30,1.25 hours,Operations,Electrical Failure,,ROV system shutdown due to electrical failure,,High,Low
2/5/2023,10:45,9:15,0.75 hours,Operations,Electrical Failure,,Delay in operations due to personnel issue,,Low,Low
2/9/2023,8:30,9:15,0.75 hours,Weather,Personnel Issue,,Delay in operations due to personnel issue,,Low,Low
2/2/2023,15:00,16:30,0.75 hours,Equipment,Electrical Failure,,Delay in operations due to personnel issue,,High,Low
2/6/2023,16:00,8:45,0.75 hours,Operations,Electrical Failure,,ROV system shutdown due to electrical failure,,High,Low
2/5/2023,9:45,10:30,1.5 hours,Operations,Personnel Issue,,Propulsion system malfunction due to mechanical failure,,High,Low
2/7/2023,8:15,9:45,2 hours,Weather,Heavy Rain,,Operations suspended due to thunderstorm,,Low,Medium
2/7/2023,8:30,11:30,2 hours,Weather,Heavy Rain,,Operations suspended due to poor visibility,,Low,Medium
2/3/2023,8:00,16:15,2 hours,Weather,Heavy Rain,,ROV system shutdown due to electrical failure,,Low,Low
2/12/2023,13:15,15:30,1.25 hours,Equipment,Mechanical Failure,,Operations suspended due to poor visibility,,Medium,High
2/13/2023,8:15,9:45,2 hours,Weather,Heavy Rain,,Operations suspended due to high winds,,Low,Medium
2/14/2023,9:45,9:15,0.75 hours,Operations,Personnel Issue,,Propulsion system malfunction due to mechanical failure,,Low,Low
2/4/2023,14:15,11:30,2 hours,Weather,High Winds,,Operations suspended due to heavy seas,,Low,Medium
2/12/2023,13:15,17:30,1.5 hours,Equipment,Mechanical Failure,,Delay in operations due to personnel issue,,Medium,Low
2/13/2023,8:30,11:30,2 hours,Operations,Personnel Issue,,Delay in operations due to personnel issue,,Low,Low
2/9/2023,13:15,17:30,1.5 hours,Equipment,Mechanical Failure,,ROV system shutdown due to electrical failure,,High,Low
2/5/2023,8:30,14:45,0.75 hours,Operations,Personnel Issue,,ROV system shutdown due to electrical failure,,Low,Low
2/10/2023,8:00,15:30,0.75 hours,Equipment,Thunderstorm,,Delay in operations due to personnel issue,,Medium,Low
2/3/2023,14:00,10:30,1.5 hours,Equipment,Electrical Failure,,Delay in operations due to ROV calibration issue,,Medium,Low
2/11/2023,13:30,12:30,0.75 hours,Operations,Mechanical Failure,,ROV system shutdown due to electrical failure,,Medium,Low
2/3/2023,12:00,12:00,1.25 hours,Weather,ROV Issue,,Crane malfunction due to mechanical failure,,High,Low
2/7/2023,13:15,12:00,1.25 hours,Operations,ROV Issue,,Delay in operations due to personnel issue,,Low,Low
2/5/2023,8:30,9:15,0.75 hours,Equipment,Personnel Issue,,ROV system shutdown due to electrical failure,,High,Low
2/7/2023,8:00,9:45,0.75 hours,Operations,Personnel Issue,,Delay in operations due to personnel issue,,Low,Low
2/4/2023,8:15,9:45,1.25 hours,Weather,Heavy Rain,,Operations suspended due to poor visibility,,Low,High
2/6/2023,9:45,15:30,0.75 hours,Equipment,Electrical Failure,,ROV system shutdown due to electrical failure,,High,Low
2/15/2023,10:30,11:30,1.5 hours,Operations,ROV Issue,,Operations suspended due to high winds,,Low,Low
2/11/2023,8:15,9:45,1.25 hours,Operations,Heavy Seas,,Operations suspended due to high winds,,Low,Low
